Greenhous Gas Concentrations and Forcing
   Age     CO2       CH4       Fghgs
 775.8    239.19    607.24    -0.790
 776.0    238.95    615.66    -0.786
 776.2    240.18    611.62    -0.758
 776.4    241.90    605.75    -0.720
 776.6    243.54    604.89    -0.678
 776.8    244.34    617.37    -0.643
 777.0    244.87    630.58    -0.614
 777.2    245.40    643.78    -0.586
 777.4    245.93    656.42    -0.558
 777.6    246.28    664.79    -0.540
 777.8    246.16    672.31    -0.535
 778.0    246.06    678.30    -0.531
 778.2    245.99    665.51    -0.547
 778.4    245.92    647.12    -0.569
 778.6    245.86    628.74    -0.591
 778.8    245.71    613.37    -0.612
 779.0    245.10    606.80    -0.635
 779.2    244.41    600.84    -0.660
 779.4    244.12    600.85    -0.667
 779.6    245.06    605.21    -0.638
 779.8    246.09    609.57    -0.606
 780.0    247.12    613.94    -0.575
 780.2    248.09    618.25    -0.545
 780.4    246.31    622.53    -0.586
 780.6    243.43    626.80    -0.656
 780.8    243.98    630.03    -0.638
 781.0    245.25    630.89    -0.604
 781.2    246.52    631.66    -0.570
 781.4    247.80    632.43    -0.537
 781.6    248.32    632.81    -0.523
 781.8    247.43    628.16    -0.551
 782.0    246.54    624.47    -0.578
 782.2    246.90    627.66    -0.565
 782.4    247.88    631.25    -0.536
 782.6    248.85    634.84    -0.507
 782.8    249.82    638.09    -0.479
 783.0    250.79    633.81    -0.459
 783.2    251.72    626.42    -0.443
 783.4    251.27    620.19    -0.462
 783.6    250.11    626.94    -0.484
 783.8    248.96    637.34    -0.502
 784.0    247.80    647.74    -0.520
 784.2    247.39    650.90    -0.527
 784.4    248.71    645.68    -0.499
 784.6    250.10    641.25    -0.468
 784.8    251.12    649.47    -0.433
 785.0    251.82    662.05    -0.402
 785.2    252.52    674.63    -0.370
 785.4    253.26    684.63    -0.341
 785.6    254.31    682.81    -0.317
 785.8    255.44    679.52    -0.292
 786.0    256.67    681.34    -0.259
 786.2    257.92    697.80    -0.211
 786.4    259.17    715.24    -0.162
 786.6    259.99    716.77    -0.140
 786.8    258.85    706.53    -0.179
 787.0    257.46    708.40    -0.211
 787.2    255.44    694.14    -0.276
 787.4    253.01    679.43    -0.353
 787.6    250.59    664.57    -0.430
 787.8    248.42    639.46    -0.513
 788.0    247.71    608.12    -0.566
 788.2    244.31    586.01    -0.679
 788.4    239.99    577.99    -0.802
 788.6    235.67    570.12    -0.926
 788.8    231.36    562.21    -1.053
 789.0    228.76    554.02    -1.134
 789.2    227.47    545.90    -1.179
 789.4    226.03    542.69    -1.223
 789.6    223.99    541.95    -1.281
 789.8    221.88    541.21    -1.342
 790.0    219.77    539.65    -1.404
 790.2    218.68    526.07    -1.452
 790.4    220.18    508.50    -1.430
 790.6    220.87    490.97    -1.432
 790.8    219.68    486.19    -1.472
 791.0    218.44    492.02    -1.501
 791.2    217.20    497.85    -1.529
 791.4    215.96    500.31    -1.562
 791.6    213.50    489.70    -1.648
 791.8    210.02    477.80    -1.766
 792.0    206.57    467.65    -1.883
 792.2    204.98    467.06    -1.932
 792.4    204.72    467.89    -1.939
 792.6    204.46    468.72    -1.946
 792.8    204.20    469.18    -1.953
 793.0    204.99    465.51    -1.934
 793.2    207.98    460.70    -1.849
 793.4    208.03    455.90    -1.854
 793.6    206.60    450.68    -1.904
 793.8    205.17    443.18    -1.958
 794.0    203.73    435.34    -2.012
 794.2    202.30    427.50    -2.067
 794.4    200.87    421.05    -2.120
 794.6    199.44    422.88    -2.162
 794.8    198.03    426.09    -2.202
 795.0    196.61    427.75    -2.245
 795.2    195.26    426.35    -2.290
 795.4    194.27    424.86    -2.324
 795.6    193.34    423.36    -2.356
 795.8    192.41    421.87    -2.388
 796.0    191.49    420.38    -2.420
 796.2    190.56    418.89    -2.452
 796.4    189.64    416.15    -2.486
 796.6    189.13    411.59    -2.509
 796.8    188.84    407.01    -2.525
 797.0    188.55    402.44    -2.541
 797.2    188.59    397.96    -2.546
 797.4    188.95    402.76    -2.527
 797.6    189.31    413.58    -2.500
 797.8    189.67    424.40    -2.474
 798.0    190.03    435.22    -2.447
 798.2    190.39    446.04    -2.421
 798.4    190.75    454.92    -2.397
 798.6    190.89    446.89    -2.403
 798.8    190.75    434.93    -2.424
 799.0    190.61    422.98    -2.445
 799.2    190.46    411.02    -2.466
 799.4    190.32    400.56    -2.486
 799.6    190.18    398.38    -2.493
 799.8    190.04    397.48    -2.499
 800.0    189.90    396.58    -2.505
